Application_ID,Customer_ID,Application_Date,Channel,Current_Status,Drop_Off_Stage
APP0009533,CUST0009533,2025-01-23,Web,Completed,Final Approval
APP0009534,CUST0009534,2025-04-24,Mobile,Completed,Final Approval
APP0009535,CUST0009535,2024-09-01,Mobile,Abandoned,Document Upload
APP0009536,CUST0009536,2024-09-06,Mobile,Abandoned,KYC
APP0009537,CUST0009537,2025-02-10,Mobile,Completed,Final Approval
APP0009538,CUST0009538,2025-08-12,Mobile,Rejected,Document Upload
APP0009539,CUST0009539,2024-09-02,Mobile,Rejected,Document Upload
APP0009540,CUST0009540,2025-06-14,Mobile,Completed,Final Approval
APP0009541,CUST0009541,2024-09-27,Web,Completed,Final Approval
APP0009542,CUST0009542,2025-02-25,Web,Abandoned,KYC
APP0009543,CUST0009543,2025-02-04,Mobile,Abandoned,KYC
APP0009544,CUST0009544,2025-02-17,Mobile,Completed,Final Approval
APP0009545,CUST0009545,2024-09-29,Mobile,Abandoned,KYC
APP0009546,CUST0009546,2025-06-02,Web,Completed,Final Approval
APP0009547,CUST0009547,2024-12-09,Mobile,Completed,Final Approval
APP0009548,CUST0009548,2025-06-08,Branch,Completed,Final Approval
APP0009549,CUST0009549,2025-04-27,Mobile,Completed,Final Approval
APP0009550,CUST0009550,2025-03-20,Web,Abandoned,Final Approval
APP0009551,CUST0009551,2024-12-21,Mobile,Abandoned,KYC
APP0009552,CUST0009552,2025-04-26,Web,Abandoned,KYC
APP0009553,CUST0009553,2025-08-30,Web,Completed,Final Approval
APP0009554,CUST0009554,2025-08-02,Mobile,Completed,Final Approval
APP0009555,CUST0009555,2025-07-31,Mobile,Rejected,Form
APP0009556,CUST0009556,2024-11-19,Mobile,Abandoned,KYC
APP0009557,CUST0009557,2025-04-01,Mobile,Abandoned,Document Upload
APP0009558,CUST0009558,2025-01-23,Branch,Abandoned,KYC
APP0009559,CUST0009559,2025-08-18,Web,Completed,Final Approval
APP0009560,CUST0009560,2025-08-12,Web,Abandoned,KYC
APP0009561,CUST0009561,2025-07-13,Mobile,Completed,Final Approval
APP0009562,CUST0009562,2024-10-29,Mobile,Completed,Final Approval
APP0009563,CUST0009563,2024-12-25,Web,Completed,Final Approval
APP0009564,CUST0009564,2025-05-17,Mobile,Abandoned,Form
APP0009565,CUST0009565,2025-05-31,Mobile,Completed,Final Approval
APP0009566,CUST0009566,2025-01-05,Mobile,Abandoned,Form
APP0009567,CUST0009567,2024-10-19,Mobile,Abandoned,KYC
APP0009568,CUST0009568,2024-10-19,Branch,Rejected,Document Upload
APP0009569,CUST0009569,2025-05-07,Mobile,In Progress,KYC
APP0009570,CUST0009570,2025-02-12,Mobile,Abandoned,Document Upload
APP0009571,CUST0009571,2025-02-26,Mobile,Abandoned,Document Upload
APP0009572,CUST0009572,2025-06-24,Mobile,Abandoned,KYC
APP0009573,CUST0009573,2024-09-06,Mobile,Abandoned,KYC
APP0009574,CUST0009574,2025-06-02,Mobile,Completed,Final Approval
APP0009575,CUST0009575,2024-12-09,Mobile,Completed,Final Approval
APP0009576,CUST0009576,2025-08-05,Mobile,Rejected,Document Upload
APP0009577,CUST0009577,2025-08-14,Web,Abandoned,KYC
APP0009578,CUST0009578,2025-03-02,Mobile,Abandoned,KYC
APP0009579,CUST0009579,2024-12-24,Web,Completed,Final Approval
APP0009580,CUST0009580,2024-11-24,Mobile,In Progress,Form
APP0009581,CUST0009581,2024-11-05,Mobile,Abandoned,Form
APP0009582,CUST0009582,2025-08-30,Branch,Completed,Final Approval
APP0009583,CUST0009583,2024-11-07,Mobile,Completed,Final Approval
APP0009584,CUST0009584,2025-02-09,Mobile,In Progress,Document Upload
APP0009585,CUST0009585,2025-02-21,Mobile,Completed,Final Approval
APP0009586,CUST0009586,2025-05-05,Mobile,Completed,Final Approval
APP0009587,CUST0009587,2025-07-04,Web,Abandoned,Form
APP0009588,CUST0009588,2025-03-22,Web,Completed,Final Approval
APP0009589,CUST0009589,2025-06-03,Mobile,Completed,Final Approval
APP0009590,CUST0009590,2025-03-25,Mobile,Abandoned,Form
APP0009591,CUST0009591,2025-02-06,Mobile,Abandoned,Form
APP0009592,CUST0009592,2024-10-27,Mobile,Abandoned,Form
APP0009593,CUST0009593,2024-11-15,Web,Rejected,Document Upload
APP0009594,CUST0009594,2025-02-04,Web,Rejected,Document Upload
APP0009595,CUST0009595,2024-09-16,Mobile,Abandoned,KYC
APP0009596,CUST0009596,2024-12-24,Mobile,Abandoned,KYC
APP0009597,CUST0009597,2025-02-15,Web,Completed,Final Approval
APP0009598,CUST0009598,2025-02-19,Mobile,Completed,Final Approval
APP0009599,CUST0009599,2025-06-24,Branch,Completed,Final Approval
APP0009600,CUST0009600,2025-08-19,Web,Completed,Final Approval
APP0009601,CUST0009601,2025-05-24,Mobile,Abandoned,KYC
APP0009602,CUST0009602,2024-09-29,Web,Completed,Final Approval
APP0009603,CUST0009603,2025-01-27,Mobile,Completed,Final Approval
APP0009604,CUST0009604,2025-05-24,Mobile,In Progress,KYC
APP0009605,CUST0009605,2025-04-05,Branch,Completed,Final Approval
APP0009606,CUST0009606,2025-02-14,Web,Rejected,KYC
APP0009607,CUST0009607,2025-02-06,Mobile,Completed,Final Approval
APP0009608,CUST0009608,2025-01-26,Web,Rejected,Document Upload
APP0009609,CUST0009609,2025-03-30,Mobile,Completed,Final Approval
APP0009610,CUST0009610,2024-11-04,Web,Completed,Final Approval
APP0009611,CUST0009611,2025-03-07,Branch,Completed,Final Approval
APP0009612,CUST0009612,2024-11-14,Web,Completed,Final Approval
APP0009613,CUST0009613,2025-05-06,Mobile,Completed,Final Approval
APP0009614,CUST0009614,2025-07-12,Mobile,Completed,Final Approval
APP0009615,CUST0009615,2025-03-04,Web,Abandoned,Document Upload
APP0009616,CUST0009616,2025-01-19,Mobile,Abandoned,KYC
APP0009617,CUST0009617,2025-08-09,Branch,Completed,Final Approval
APP0009618,CUST0009618,2025-04-28,Mobile,Abandoned,KYC
APP0009619,CUST0009619,2025-02-03,Mobile,Completed,Final Approval
APP0009620,CUST0009620,2024-09-10,Mobile,Abandoned,KYC
APP0009621,CUST0009621,2024-09-05,Mobile,Abandoned,Document Upload
APP0009622,CUST0009622,2024-11-19,Mobile,Abandoned,Form
APP0009623,CUST0009623,2024-11-25,Mobile,Completed,Final Approval
APP0009624,CUST0009624,2025-05-21,Branch,Completed,Final Approval
APP0009625,CUST0009625,2025-03-01,Mobile,Rejected,KYC
APP0009626,CUST0009626,2025-08-30,Web,Abandoned,Final Approval
APP0009627,CUST0009627,2025-03-16,Mobile,Completed,Final Approval
APP0009628,CUST0009628,2025-07-26,Web,In Progress,Final Approval
APP0009629,CUST0009629,2025-03-20,Mobile,Rejected,Form
APP0009630,CUST0009630,2025-01-08,Web,Completed,Final Approval
APP0009631,CUST0009631,2025-05-18,Mobile,Completed,Final Approval
APP0009632,CUST0009632,2025-02-11,Mobile,Completed,Final Approval
APP0009633,CUST0009633,2024-12-09,Mobile,Abandoned,KYC
APP0009634,CUST0009634,2025-02-19,Mobile,Abandoned,Document Upload
APP0009635,CUST0009635,2025-04-30,Mobile,Completed,Final Approval
APP0009636,CUST0009636,2025-01-15,Web,Completed,Final Approval
APP0009637,CUST0009637,2025-05-14,Mobile,Rejected,Document Upload
APP0009638,CUST0009638,2025-08-23,Web,Completed,Final Approval
APP0009639,CUST0009639,2025-01-28,Mobile,Completed,Final Approval
APP0009640,CUST0009640,2024-12-16,Web,Completed,Final Approval
APP0009641,CUST0009641,2025-01-24,Mobile,Completed,Final Approval
APP0009642,CUST0009642,2025-07-02,Web,Completed,Final Approval
APP0009643,CUST0009643,2024-11-04,Branch,Completed,Final Approval
APP0009644,CUST0009644,2025-08-21,Mobile,Completed,Final Approval
APP0009645,CUST0009645,2025-01-29,Mobile,Abandoned,Form
APP0009646,CUST0009646,2025-07-04,Web,In Progress,Document Upload
APP0009647,CUST0009647,2025-06-14,Mobile,Abandoned,KYC
APP0009648,CUST0009648,2025-06-13,Mobile,In Progress,Form
APP0009649,CUST0009649,2025-07-28,Mobile,Completed,Final Approval
APP0009650,CUST0009650,2024-11-06,Mobile,Abandoned,Document Upload
APP0009651,CUST0009651,2025-04-04,Web,Completed,Final Approval
APP0009652,CUST0009652,2024-10-06,Mobile,Abandoned,Form
APP0009653,CUST0009653,2024-12-18,Mobile,Completed,Final Approval
APP0009654,CUST0009654,2024-09-14,Mobile,Abandoned,KYC
APP0009655,CUST0009655,2025-05-07,Mobile,Completed,Final Approval
APP0009656,CUST0009656,2025-04-09,Web,Abandoned,KYC
APP0009657,CUST0009657,2025-05-28,Web,Abandoned,Form
APP0009658,CUST0009658,2024-11-03,Web,Completed,Final Approval
APP0009659,CUST0009659,2024-12-30,Mobile,Abandoned,Document Upload
APP0009660,CUST0009660,2025-05-04,Mobile,Completed,Final Approval
APP0009661,CUST0009661,2025-06-28,Mobile,Abandoned,Document Upload
APP0009662,CUST0009662,2025-07-20,Web,Completed,Final Approval
APP0009663,CUST0009663,2024-09-26,Web,Rejected,Final Approval
APP0009664,CUST0009664,2025-01-24,Web,Abandoned,Form
APP0009665,CUST0009665,2024-09-03,Web,Abandoned,Document Upload
APP0009666,CUST0009666,2025-06-25,Mobile,Completed,Final Approval
APP0009667,CUST0009667,2024-10-14,Branch,Completed,Final Approval
APP0009668,CUST0009668,2025-06-27,Branch,Abandoned,Document Upload
APP0009669,CUST0009669,2024-10-26,Mobile,Completed,Final Approval
APP0009670,CUST0009670,2024-09-05,Mobile,Completed,Final Approval
APP0009671,CUST0009671,2025-07-17,Web,Completed,Final Approval
APP0009672,CUST0009672,2025-02-07,Mobile,Completed,Final Approval
APP0009673,CUST0009673,2025-02-02,Mobile,Completed,Final Approval
APP0009674,CUST0009674,2025-04-24,Mobile,Abandoned,Form
APP0009675,CUST0009675,2024-12-09,Web,Completed,Final Approval
APP0009676,CUST0009676,2025-05-10,Web,Rejected,KYC
APP0009677,CUST0009677,2025-02-03,Web,Completed,Final Approval
APP0009678,CUST0009678,2024-12-08,Branch,In Progress,Form
APP0009679,CUST0009679,2025-01-22,Mobile,Completed,Final Approval
APP0009680,CUST0009680,2024-09-02,Web,Completed,Final Approval
APP0009681,CUST0009681,2024-12-19,Mobile,Abandoned,Form
APP0009682,CUST0009682,2025-04-03,Mobile,Completed,Final Approval
APP0009683,CUST0009683,2024-10-20,Branch,Completed,Final Approval
APP0009684,CUST0009684,2024-10-13,Web,Abandoned,Document Upload
APP0009685,CUST0009685,2025-04-27,Web,Completed,Final Approval
APP0009686,CUST0009686,2025-02-03,Mobile,Completed,Final Approval
APP0009687,CUST0009687,2024-10-19,Mobile,Abandoned,Form
APP0009688,CUST0009688,2025-05-30,Web,Completed,Final Approval
APP0009689,CUST0009689,2025-06-10,Mobile,Completed,Final Approval
APP0009690,CUST0009690,2024-09-12,Mobile,Abandoned,Form
APP0009691,CUST0009691,2024-11-12,Web,Completed,Final Approval
APP0009692,CUST0009692,2025-01-13,Mobile,Abandoned,Form
APP0009693,CUST0009693,2025-05-24,Mobile,Abandoned,KYC
APP0009694,CUST0009694,2024-09-27,Mobile,Completed,Final Approval
APP0009695,CUST0009695,2025-06-21,Mobile,Abandoned,KYC
APP0009696,CUST0009696,2024-12-25,Mobile,Abandoned,KYC
APP0009697,CUST0009697,2024-10-15,Mobile,In Progress,Document Upload
APP0009698,CUST0009698,2025-07-12,Mobile,Abandoned,Form
APP0009699,CUST0009699,2024-10-01,Mobile,Completed,Final Approval
APP0009700,CUST0009700,2024-10-17,Mobile,Completed,Final Approval
APP0009701,CUST0009701,2025-08-12,Web,Completed,Final Approval
APP0009702,CUST0009702,2025-03-08,Mobile,Abandoned,Document Upload
APP0009703,CUST0009703,2025-02-16,Web,Abandoned,KYC
APP0009704,CUST0009704,2025-05-08,Web,Completed,Final Approval
APP0009705,CUST0009705,2025-04-18,Mobile,In Progress,KYC
APP0009706,CUST0009706,2025-04-11,Mobile,Completed,Final Approval
APP0009707,CUST0009707,2024-09-08,Branch,Completed,Final Approval
APP0009708,CUST0009708,2025-03-20,Mobile,Completed,Final Approval
APP0009709,CUST0009709,2024-12-10,Web,Completed,Final Approval
APP0009710,CUST0009710,2025-06-21,Web,Completed,Final Approval
APP0009711,CUST0009711,2025-03-03,Web,Rejected,KYC
APP0009712,CUST0009712,2024-10-15,Mobile,Abandoned,Document Upload
APP0009713,CUST0009713,2025-07-20,Mobile,Abandoned,Document Upload
APP0009714,CUST0009714,2024-12-12,Mobile,Completed,Final Approval
APP0009715,CUST0009715,2024-12-08,Web,Completed,Final Approval
APP0009716,CUST0009716,2025-08-07,Mobile,Abandoned,KYC
APP0009717,CUST0009717,2025-06-09,Branch,Completed,Final Approval
APP0009718,CUST0009718,2025-07-10,Web,Abandoned,KYC
APP0009719,CUST0009719,2025-04-29,Mobile,Completed,Final Approval
APP0009720,CUST0009720,2025-07-29,Mobile,Completed,Final Approval
APP0009721,CUST0009721,2024-10-12,Branch,Completed,Final Approval
APP0009722,CUST0009722,2025-04-06,Mobile,Completed,Final Approval
APP0009723,CUST0009723,2024-12-16,Mobile,Completed,Final Approval
APP0009724,CUST0009724,2025-01-23,Mobile,Rejected,KYC
APP0009725,CUST0009725,2024-11-25,Mobile,Rejected,KYC
APP0009726,CUST0009726,2024-11-13,Mobile,Abandoned,Final Approval
APP0009727,CUST0009727,2025-08-01,Web,Rejected,Document Upload
APP0009728,CUST0009728,2025-04-19,Web,Completed,Final Approval
APP0009729,CUST0009729,2025-01-05,Mobile,Completed,Final Approval
APP0009730,CUST0009730,2025-02-05,Mobile,Abandoned,Document Upload
APP0009731,CUST0009731,2025-03-12,Mobile,In Progress,KYC
APP0009732,CUST0009732,2024-11-28,Web,Completed,Final Approval
APP0009733,CUST0009733,2025-03-09,Mobile,In Progress,KYC
APP0009734,CUST0009734,2025-05-11,Branch,Completed,Final Approval
APP0009735,CUST0009735,2024-11-27,Web,Completed,Final Approval
APP0009736,CUST0009736,2025-04-01,Web,Completed,Final Approval
APP0009737,CUST0009737,2025-05-16,Mobile,Completed,Final Approval
APP0009738,CUST0009738,2025-03-08,Web,Rejected,Document Upload
APP0009739,CUST0009739,2024-12-15,Mobile,Abandoned,KYC
APP0009740,CUST0009740,2025-03-21,Web,Abandoned,KYC
APP0009741,CUST0009741,2025-06-16,Branch,Completed,Final Approval
APP0009742,CUST0009742,2024-11-19,Branch,Completed,Final Approval
APP0009743,CUST0009743,2025-03-28,Web,Completed,Final Approval
APP0009744,CUST0009744,2025-05-06,Web,Rejected,KYC
APP0009745,CUST0009745,2024-12-26,Mobile,Completed,Final Approval
APP0009746,CUST0009746,2025-01-19,Mobile,Abandoned,Document Upload
APP0009747,CUST0009747,2025-07-21,Web,Completed,Final Approval
APP0009748,CUST0009748,2025-01-10,Branch,Completed,Final Approval
APP0009749,CUST0009749,2025-04-06,Web,Rejected,Document Upload
APP0009750,CUST0009750,2024-10-24,Web,Completed,Final Approval
APP0009751,CUST0009751,2025-08-03,Mobile,Completed,Final Approval
APP0009752,CUST0009752,2025-04-05,Web,Abandoned,KYC
APP0009753,CUST0009753,2025-06-04,Web,Completed,Final Approval
APP0009754,CUST0009754,2025-04-07,Mobile,Abandoned,KYC
APP0009755,CUST0009755,2025-01-07,Mobile,Abandoned,Document Upload
APP0009756,CUST0009756,2025-01-02,Web,Completed,Final Approval
APP0009757,CUST0009757,2025-05-13,Mobile,Completed,Final Approval
APP0009758,CUST0009758,2025-07-10,Web,Completed,Final Approval
APP0009759,CUST0009759,2024-10-16,Branch,Completed,Final Approval
APP0009760,CUST0009760,2025-07-05,Web,Abandoned,Form
APP0009761,CUST0009761,2025-06-29,Mobile,Abandoned,Form
APP0009762,CUST0009762,2024-10-09,Mobile,Completed,Final Approval
APP0009763,CUST0009763,2024-10-09,Web,Completed,Final Approval
APP0009764,CUST0009764,2025-05-11,Web,Abandoned,Form
APP0009765,CUST0009765,2025-07-04,Mobile,In Progress,Form
APP0009766,CUST0009766,2025-01-21,Mobile,Completed,Final Approval
APP0009767,CUST0009767,2025-04-21,Web,In Progress,KYC
APP0009768,CUST0009768,2025-08-30,Mobile,Completed,Final Approval
APP0009769,CUST0009769,2024-12-26,Web,Completed,Final Approval
APP0009770,CUST0009770,2024-11-21,Web,Completed,Final Approval
APP0009771,CUST0009771,2025-08-27,Web,Abandoned,KYC
APP0009772,CUST0009772,2024-12-11,Branch,In Progress,Form
APP0009773,CUST0009773,2025-02-19,Web,Completed,Final Approval
APP0009774,CUST0009774,2025-02-08,Mobile,Abandoned,Form
APP0009775,CUST0009775,2025-03-09,Mobile,In Progress,KYC
APP0009776,CUST0009776,2024-12-07,Mobile,Completed,Final Approval
APP0009777,CUST0009777,2025-05-05,Mobile,In Progress,Final Approval
APP0009778,CUST0009778,2025-05-10,Web,Completed,Final Approval
APP0009779,CUST0009779,2024-11-12,Mobile,Completed,Final Approval
APP0009780,CUST0009780,2025-02-22,Mobile,Completed,Final Approval
APP0009781,CUST0009781,2024-09-20,Web,Completed,Final Approval
APP0009782,CUST0009782,2024-11-19,Mobile,In Progress,Document Upload
APP0009783,CUST0009783,2025-08-26,Mobile,Completed,Final Approval
APP0009784,CUST0009784,2025-03-03,Web,Completed,Final Approval
APP0009785,CUST0009785,2025-04-15,Mobile,Rejected,Document Upload
APP0009786,CUST0009786,2025-07-21,Mobile,In Progress,Document Upload
APP0009787,CUST0009787,2025-05-18,Mobile,Completed,Final Approval
APP0009788,CUST0009788,2025-06-16,Web,Completed,Final Approval
APP0009789,CUST0009789,2025-05-17,Web,Completed,Final Approval
APP0009790,CUST0009790,2025-03-01,Web,Completed,Final Approval
APP0009791,CUST0009791,2025-04-18,Mobile,Abandoned,KYC
APP0009792,CUST0009792,2024-12-14,Web,Completed,Final Approval
APP0009793,CUST0009793,2025-07-22,Mobile,Abandoned,Form
APP0009794,CUST0009794,2024-11-04,Web,Completed,Final Approval
APP0009795,CUST0009795,2025-07-19,Mobile,Completed,Final Approval
APP0009796,CUST0009796,2025-07-17,Mobile,Completed,Final Approval
APP0009797,CUST0009797,2024-10-21,Mobile,In Progress,Form
APP0009798,CUST0009798,2025-05-17,Mobile,Completed,Final Approval
APP0009799,CUST0009799,2025-08-27,Mobile,Completed,Final Approval
APP0009800,CUST0009800,2025-03-27,Mobile,Completed,Final Approval
APP0009801,CUST0009801,2025-01-02,Web,Completed,Final Approval
APP0009802,CUST0009802,2025-07-17,Web,Completed,Final Approval
APP0009803,CUST0009803,2025-03-06,Web,Abandoned,Form
APP0009804,CUST0009804,2024-10-14,Mobile,Completed,Final Approval
APP0009805,CUST0009805,2024-11-29,Mobile,Completed,Final Approval
APP0009806,CUST0009806,2025-05-07,Branch,Completed,Final Approval
APP0009807,CUST0009807,2025-02-13,Mobile,Completed,Final Approval
APP0009808,CUST0009808,2024-11-18,Web,Completed,Final Approval
APP0009809,CUST0009809,2025-06-18,Web,Completed,Final Approval
APP0009810,CUST0009810,2024-10-14,Mobile,Abandoned,KYC
APP0009811,CUST0009811,2024-11-18,Web,Completed,Final Approval
APP0009812,CUST0009812,2025-02-16,Web,In Progress,Document Upload
APP0009813,CUST0009813,2024-09-14,Web,In Progress,Form
APP0009814,CUST0009814,2025-01-19,Mobile,Rejected,KYC
APP0009815,CUST0009815,2025-07-29,Mobile,Completed,Final Approval
APP0009816,CUST0009816,2025-08-09,Web,Completed,Final Approval
APP0009817,CUST0009817,2025-07-15,Mobile,Abandoned,Document Upload
APP0009818,CUST0009818,2024-12-27,Mobile,Abandoned,Document Upload
APP0009819,CUST0009819,2024-09-23,Web,Completed,Final Approval
APP0009820,CUST0009820,2025-06-24,Mobile,Abandoned,Document Upload
APP0009821,CUST0009821,2025-01-14,Web,Completed,Final Approval
APP0009822,CUST0009822,2025-05-31,Branch,Completed,Final Approval
APP0009823,CUST0009823,2024-10-13,Mobile,Completed,Final Approval
APP0009824,CUST0009824,2025-05-01,Mobile,Completed,Final Approval
APP0009825,CUST0009825,2025-04-02,Mobile,Completed,Final Approval
APP0009826,CUST0009826,2025-08-01,Mobile,Abandoned,Final Approval
APP0009827,CUST0009827,2024-10-07,Mobile,Completed,Final Approval
APP0009828,CUST0009828,2025-01-26,Branch,Abandoned,Form
APP0009829,CUST0009829,2025-08-27,Mobile,Completed,Final Approval
APP0009830,CUST0009830,2025-01-20,Mobile,Completed,Final Approval
APP0009831,CUST0009831,2025-04-28,Mobile,Abandoned,Document Upload
APP0009832,CUST0009832,2024-10-28,Mobile,Abandoned,Document Upload
APP0009833,CUST0009833,2025-05-23,Web,Completed,Final Approval
APP0009834,CUST0009834,2024-12-09,Web,Completed,Final Approval
APP0009835,CUST0009835,2025-03-27,Mobile,Completed,Final Approval
APP0009836,CUST0009836,2025-07-18,Mobile,Completed,Final Approval
APP0009837,CUST0009837,2025-04-29,Web,Completed,Final Approval
APP0009838,CUST0009838,2025-02-20,Web,Abandoned,Document Upload
APP0009839,CUST0009839,2024-11-08,Mobile,Completed,Final Approval
APP0009840,CUST0009840,2025-01-02,Mobile,Completed,Final Approval
APP0009841,CUST0009841,2025-07-06,Mobile,Completed,Final Approval
APP0009842,CUST0009842,2024-11-17,Mobile,Completed,Final Approval
APP0009843,CUST0009843,2025-04-27,Mobile,Rejected,Document Upload
APP0009844,CUST0009844,2025-02-24,Web,Completed,Final Approval
APP0009845,CUST0009845,2024-12-26,Mobile,Completed,Final Approval
APP0009846,CUST0009846,2025-05-19,Web,Completed,Final Approval
APP0009847,CUST0009847,2025-01-10,Web,Completed,Final Approval
APP0009848,CUST0009848,2024-12-13,Web,Completed,Final Approval
APP0009849,CUST0009849,2025-03-12,Web,Completed,Final Approval
APP0009850,CUST0009850,2025-06-03,Mobile,Abandoned,Document Upload
APP0009851,CUST0009851,2025-07-12,Web,Completed,Final Approval
APP0009852,CUST0009852,2025-04-17,Web,Completed,Final Approval
APP0009853,CUST0009853,2025-04-29,Mobile,Abandoned,KYC
APP0009854,CUST0009854,2025-06-14,Web,Completed,Final Approval
APP0009855,CUST0009855,2024-12-07,Branch,Abandoned,KYC
APP0009856,CUST0009856,2024-11-30,Web,Rejected,KYC
APP0009857,CUST0009857,2025-02-23,Mobile,Completed,Final Approval
APP0009858,CUST0009858,2025-04-18,Web,In Progress,Document Upload
APP0009859,CUST0009859,2025-04-23,Mobile,Completed,Final Approval
APP0009860,CUST0009860,2024-10-26,Mobile,Completed,Final Approval
APP0009861,CUST0009861,2025-06-11,Mobile,Completed,Final Approval
APP0009862,CUST0009862,2025-01-10,Web,Completed,Final Approval
APP0009863,CUST0009863,2025-07-17,Web,In Progress,Form
APP0009864,CUST0009864,2025-05-22,Mobile,In Progress,KYC
APP0009865,CUST0009865,2025-08-24,Mobile,Rejected,Final Approval
APP0009866,CUST0009866,2025-04-18,Mobile,In Progress,Form
APP0009867,CUST0009867,2025-03-11,Mobile,Completed,Final Approval
APP0009868,CUST0009868,2024-11-07,Mobile,Completed,Final Approval
APP0009869,CUST0009869,2025-01-23,Mobile,Abandoned,KYC
APP0009870,CUST0009870,2025-07-10,Mobile,Completed,Final Approval
APP0009871,CUST0009871,2025-01-17,Mobile,Completed,Final Approval
APP0009872,CUST0009872,2024-09-19,Web,Completed,Final Approval
APP0009873,CUST0009873,2024-11-28,Mobile,Completed,Final Approval
APP0009874,CUST0009874,2025-04-05,Web,Abandoned,KYC
APP0009875,CUST0009875,2025-04-17,Mobile,Completed,Final Approval
APP0009876,CUST0009876,2025-08-25,Mobile,Completed,Final Approval
APP0009877,CUST0009877,2025-08-06,Mobile,Completed,Final Approval
APP0009878,CUST0009878,2025-03-12,Mobile,Abandoned,Form
APP0009879,CUST0009879,2025-03-21,Mobile,Abandoned,Document Upload
APP0009880,CUST0009880,2025-06-19,Web,Completed,Final Approval
APP0009881,CUST0009881,2024-09-17,Mobile,Completed,Final Approval
APP0009882,CUST0009882,2025-04-05,Mobile,Completed,Final Approval
APP0009883,CUST0009883,2025-02-20,Mobile,Completed,Final Approval
APP0009884,CUST0009884,2025-06-12,Mobile,Completed,Final Approval
APP0009885,CUST0009885,2025-06-19,Web,Completed,Final Approval
APP0009886,CUST0009886,2025-04-27,Mobile,Abandoned,KYC
APP0009887,CUST0009887,2025-04-27,Mobile,Completed,Final Approval
APP0009888,CUST0009888,2025-05-10,Web,Abandoned,Form
APP0009889,CUST0009889,2025-03-30,Mobile,Completed,Final Approval
APP0009890,CUST0009890,2024-11-22,Mobile,Abandoned,Document Upload
APP0009891,CUST0009891,2024-12-12,Web,Completed,Final Approval
APP0009892,CUST0009892,2025-05-28,Mobile,Completed,Final Approval
APP0009893,CUST0009893,2025-04-13,Web,Completed,Final Approval
APP0009894,CUST0009894,2024-11-25,Web,In Progress,Form
APP0009895,CUST0009895,2025-07-17,Mobile,Completed,Final Approval
APP0009896,CUST0009896,2025-08-23,Mobile,Completed,Final Approval
APP0009897,CUST0009897,2025-04-16,Mobile,Completed,Final Approval
APP0009898,CUST0009898,2024-11-22,Web,Completed,Final Approval
APP0009899,CUST0009899,2025-08-08,Mobile,Completed,Final Approval
APP0009900,CUST0009900,2024-11-25,Web,Completed,Final Approval
APP0009901,CUST0009901,2025-02-04,Mobile,Rejected,KYC
APP0009902,CUST0009902,2025-07-10,Web,Abandoned,Document Upload
APP0009903,CUST0009903,2025-03-09,Branch,In Progress,Form
APP0009904,CUST0009904,2024-11-27,Mobile,Completed,Final Approval
APP0009905,CUST0009905,2024-09-29,Mobile,Completed,Final Approval
APP0009906,CUST0009906,2025-01-09,Mobile,Abandoned,Document Upload
APP0009907,CUST0009907,2025-05-03,Web,Completed,Final Approval
APP0009908,CUST0009908,2025-05-18,Mobile,In Progress,Document Upload
APP0009909,CUST0009909,2024-11-20,Web,Completed,Final Approval
APP0009910,CUST0009910,2024-10-27,Web,Rejected,Document Upload
APP0009911,CUST0009911,2025-05-14,Branch,Completed,Final Approval
APP0009912,CUST0009912,2024-10-28,Web,Completed,Final Approval
APP0009913,CUST0009913,2024-09-23,Web,Completed,Final Approval
APP0009914,CUST0009914,2025-02-24,Mobile,Completed,Final Approval
APP0009915,CUST0009915,2025-03-27,Mobile,Completed,Final Approval
APP0009916,CUST0009916,2024-11-27,Web,Completed,Final Approval
APP0009917,CUST0009917,2024-11-16,Web,Completed,Final Approval
APP0009918,CUST0009918,2024-11-25,Web,Completed,Final Approval
APP0009919,CUST0009919,2025-01-03,Mobile,Completed,Final Approval
APP0009920,CUST0009920,2024-09-03,Mobile,Abandoned,Form
APP0009921,CUST0009921,2024-09-04,Mobile,Completed,Final Approval
APP0009922,CUST0009922,2025-01-13,Mobile,Completed,Final Approval
APP0009923,CUST0009923,2024-09-07,Mobile,Completed,Final Approval
APP0009924,CUST0009924,2024-12-25,Mobile,Completed,Final Approval
APP0009925,CUST0009925,2025-03-31,Mobile,Abandoned,Form
APP0009926,CUST0009926,2024-09-11,Mobile,Abandoned,KYC
APP0009927,CUST0009927,2025-04-13,Mobile,Abandoned,Form
APP0009928,CUST0009928,2025-04-14,Branch,Completed,Final Approval
APP0009929,CUST0009929,2025-03-28,Web,In Progress,Document Upload
APP0009930,CUST0009930,2025-04-16,Mobile,Abandoned,Document Upload
APP0009931,CUST0009931,2025-06-22,Web,Abandoned,Document Upload
APP0009932,CUST0009932,2024-09-25,Mobile,Rejected,KYC
APP0009933,CUST0009933,2024-10-31,Branch,Completed,Final Approval
APP0009934,CUST0009934,2024-12-24,Web,Completed,Final Approval
APP0009935,CUST0009935,2025-05-09,Mobile,Abandoned,Document Upload
APP0009936,CUST0009936,2025-07-15,Mobile,Abandoned,Form
APP0009937,CUST0009937,2025-08-01,Branch,Completed,Final Approval
APP0009938,CUST0009938,2025-03-31,Branch,Completed,Final Approval
APP0009939,CUST0009939,2025-01-27,Mobile,In Progress,KYC
