Customer_ID,Age,Gender,Location,Occupation,Income_Band,Risk_Segment
CUST0013167,20,Male,Manchester,Employed - Full Time,Low,Low
CUST0013168,25,Male,Nottingham,Retired,High,Medium
CUST0013169,60,Male,Cardiff,Employed - Full Time,Low,Low
CUST0013170,32,Male,Liverpool,Employed - Part Time,Medium,Low
CUST0013171,28,Female,Glasgow,Unemployed,High,Medium
CUST0013172,55,Female,Sheffield,Employed - Full Time,Medium,Low
CUST0013173,33,Other/Prefer not to say,London,Self-Employed,High,Low
CUST0013174,35,Female,Liverpool,Employed - Full Time,Medium,Low
CUST0013175,27,Other/Prefer not to say,Manchester,Employed - Full Time,Medium,Medium
CUST0013176,27,Male,Newcastle,Employed - Part Time,High,Low
CUST0013177,32,Male,London,Retired,Low,Medium
CUST0013178,35,Male,Glasgow,Retired,High,Low
CUST0013179,61,Male,London,Employed - Full Time,Low,Medium
CUST0013180,44,Male,London,Employed - Full Time,Low,Medium
CUST0013181,26,Female,Sheffield,Retired,Low,Low
CUST0013182,46,Female,Edinburgh,Employed - Part Time,Medium,Low
CUST0013183,18,Male,Birmingham,Employed - Full Time,Medium,Low
CUST0013184,33,Male,Newcastle,Student,Low,Low
CUST0013185,47,Female,Birmingham,Employed - Full Time,Medium,Medium
CUST0013186,69,Female,London,Employed - Part Time,Low,Medium
CUST0013187,76,Female,London,Employed - Full Time,Medium,Low
CUST0013188,34,Male,Nottingham,Employed - Full Time,Medium,Low
CUST0013189,37,Male,London,Employed - Full Time,Low,Low
CUST0013190,42,Female,Birmingham,Employed - Full Time,Medium,Medium
CUST0013191,20,Female,London,Employed - Full Time,High,Low
CUST0013192,33,Male,Leeds,Employed - Full Time,Low,Medium
CUST0013193,78,Other/Prefer not to say,London,Unemployed,High,Low
CUST0013194,27,Female,Bristol,Employed - Full Time,Medium,Low
CUST0013195,43,Male,Birmingham,Employed - Full Time,High,Medium
CUST0013196,59,Female,Belfast,Employed - Full Time,Medium,Medium
CUST0013197,53,Female,London,Unemployed,Medium,Medium
CUST0013198,62,Female,London,Employed - Full Time,Medium,Medium
CUST0013199,28,Male,Southampton,Retired,Medium,Low
CUST0013200,28,Other/Prefer not to say,London,Self-Employed,Medium,High
CUST0013201,45,Female,London,Employed - Full Time,Low,Low
CUST0013202,59,Female,Birmingham,Self-Employed,Medium,Low
CUST0013203,37,Female,Liverpool,Retired,Low,Low
CUST0013204,32,Male,Glasgow,Retired,Low,High
CUST0013205,28,Male,Bristol,Retired,Medium,Medium
CUST0013206,40,Male,London,Employed - Full Time,Medium,Low
CUST0013207,44,Male,Belfast,Employed - Full Time,Medium,Medium
CUST0013208,32,Male,London,Employed - Part Time,Low,Low
CUST0013209,25,Male,Liverpool,Retired,High,Low
CUST0013210,76,Male,Manchester,Employed - Full Time,Medium,Low
CUST0013211,49,Female,Edinburgh,Employed - Full Time,High,Low
CUST0013212,31,Male,Belfast,Employed - Part Time,Low,Low
CUST0013213,32,Other/Prefer not to say,Liverpool,Student,Medium,Medium
CUST0013214,18,Female,Nottingham,Retired,High,Low
CUST0013215,65,Male,London,Self-Employed,Medium,Medium
CUST0013216,42,Female,Leicester,Unemployed,Medium,Low
CUST0013217,39,Female,Birmingham,Employed - Full Time,Medium,Low
CUST0013218,29,Female,Edinburgh,Retired,High,Low
CUST0013219,43,Male,Leeds,Unemployed,Medium,Low
CUST0013220,75,Female,London,Employed - Full Time,Low,Low
CUST0013221,44,Female,Edinburgh,Employed - Full Time,Medium,Medium
CUST0013222,71,Female,Birmingham,Employed - Part Time,Medium,Medium
CUST0013223,51,Male,Manchester,Employed - Full Time,Low,Low
CUST0013224,66,Female,Leeds,Student,Medium,High
CUST0013225,24,Female,London,Employed - Full Time,Medium,Medium
CUST0013226,28,Female,London,Retired,Medium,Low
CUST0013227,53,Male,London,Employed - Full Time,High,Low
CUST0013228,31,Male,Sheffield,Employed - Full Time,High,Medium
CUST0013229,36,Female,Edinburgh,Employed - Full Time,Low,Medium
CUST0013230,32,Female,Liverpool,Employed - Part Time,Low,High
CUST0013231,42,Female,Birmingham,Employed - Full Time,Medium,Medium
CUST0013232,35,Female,Coventry,Unemployed,Medium,Medium
CUST0013233,26,Male,London,Student,Low,High
CUST0013234,37,Male,Birmingham,Employed - Part Time,Low,Medium
CUST0013235,18,Male,London,Self-Employed,High,Medium
CUST0013236,37,Male,Leicester,Employed - Full Time,Medium,Low
CUST0013237,39,Male,Glasgow,Unemployed,Medium,Low
CUST0013238,22,Male,Nottingham,Retired,Medium,High
CUST0013239,30,Male,London,Employed - Full Time,High,Medium
CUST0013240,20,Male,London,Self-Employed,Low,Low
CUST0013241,58,Male,London,Employed - Full Time,High,Low
CUST0013242,50,Female,Sheffield,Self-Employed,Low,Medium
CUST0013243,38,Male,Glasgow,Employed - Full Time,Low,Low
CUST0013244,44,Female,Manchester,Employed - Full Time,Low,Low
CUST0013245,55,Female,London,Student,High,Low
CUST0013246,41,Male,Belfast,Employed - Full Time,Low,Medium
CUST0013247,21,Female,London,Employed - Full Time,High,Low
CUST0013248,47,Female,Edinburgh,Employed - Full Time,Low,Medium
CUST0013249,31,Female,London,Employed - Part Time,High,Medium
CUST0013250,21,Male,Birmingham,Employed - Full Time,Low,Medium
CUST0013251,57,Female,London,Employed - Full Time,Low,Low
CUST0013252,69,Female,Birmingham,Unemployed,Medium,Low
CUST0013253,24,Male,Glasgow,Retired,Medium,Low
CUST0013254,27,Female,Glasgow,Employed - Full Time,Medium,High
CUST0013255,52,Female,London,Employed - Full Time,Low,Low
CUST0013256,43,Female,London,Employed - Full Time,Low,Medium
CUST0013257,40,Male,Bristol,Employed - Full Time,Medium,Medium
CUST0013258,30,Female,Birmingham,Employed - Part Time,Medium,Low
CUST0013259,21,Male,Leeds,Employed - Full Time,Low,Low
CUST0013260,26,Male,Birmingham,Employed - Full Time,Medium,Medium
CUST0013261,29,Female,Southampton,Employed - Full Time,Low,Medium
CUST0013262,60,Female,Birmingham,Employed - Full Time,Medium,Medium
CUST0013263,34,Female,Leeds,Employed - Part Time,Medium,Low
CUST0013264,29,Female,London,Self-Employed,Medium,Low
CUST0013265,79,Male,Sheffield,Student,Medium,Medium
CUST0013266,40,Female,London,Employed - Full Time,Medium,Medium
CUST0013267,43,Male,London,Employed - Full Time,Medium,Low
CUST0013268,70,Female,Glasgow,Unemployed,Medium,Low
CUST0013269,20,Female,Bristol,Student,Low,Low
CUST0013270,34,Male,London,Employed - Full Time,Medium,Low
CUST0013271,33,Female,London,Unemployed,High,Medium
CUST0013272,34,Female,Leeds,Student,High,Medium
CUST0013273,24,Male,London,Employed - Full Time,Low,Low
CUST0013274,54,Female,Manchester,Unemployed,Medium,Medium
CUST0013275,51,Male,Cardiff,Self-Employed,High,Low
CUST0013276,48,Male,Nottingham,Employed - Full Time,Low,Low
CUST0013277,61,Male,London,Unemployed,Low,High
CUST0013278,27,Male,Manchester,Employed - Part Time,Medium,High
CUST0013279,24,Male,Sheffield,Retired,Medium,Low
CUST0013280,40,Male,London,Retired,Medium,Medium
CUST0013281,22,Other/Prefer not to say,London,Retired,High,Low
CUST0013282,27,Female,Birmingham,Employed - Full Time,Medium,Medium
CUST0013283,51,Male,Cardiff,Unemployed,Medium,Low
CUST0013284,18,Male,Nottingham,Employed - Full Time,Low,Medium
CUST0013285,32,Male,London,Employed - Full Time,Medium,Low
CUST0013286,38,Female,Cardiff,Self-Employed,Medium,Medium
CUST0013287,59,Male,Coventry,Retired,Low,Low
CUST0013288,56,Female,Leicester,Unemployed,Medium,Low
CUST0013289,73,Female,Leeds,Employed - Part Time,Low,High
CUST0013290,20,Female,Sheffield,Employed - Full Time,Medium,Medium
CUST0013291,56,Female,Manchester,Retired,Medium,Low
CUST0013292,29,Male,Manchester,Employed - Full Time,Low,High
CUST0013293,19,Male,London,Student,High,Low
CUST0013294,22,Male,Cardiff,Employed - Full Time,Low,Medium
CUST0013295,48,Male,London,Employed - Full Time,Low,Low
CUST0013296,36,Female,Glasgow,Employed - Part Time,High,Low
CUST0013297,43,Female,London,Employed - Full Time,Medium,Medium
CUST0013298,34,Male,Glasgow,Self-Employed,Low,Low
CUST0013299,60,Male,Leeds,Employed - Full Time,Low,Low
CUST0013300,23,Other/Prefer not to say,Glasgow,Employed - Full Time,Medium,Low
CUST0013301,32,Female,Liverpool,Student,High,High
CUST0013302,34,Male,Edinburgh,Self-Employed,Low,Low
CUST0013303,48,Male,Sheffield,Employed - Full Time,High,Medium
CUST0013304,52,Male,London,Employed - Full Time,Medium,Medium
CUST0013305,34,Male,Birmingham,Employed - Full Time,Medium,Low
CUST0013306,20,Female,Manchester,Employed - Full Time,High,High
CUST0013307,27,Male,London,Unemployed,Medium,Low
CUST0013308,28,Male,London,Unemployed,High,Low
CUST0013309,39,Female,Manchester,Unemployed,Medium,Low
CUST0013310,30,Male,London,Employed - Full Time,Low,Low
CUST0013311,25,Male,Southampton,Employed - Full Time,High,Medium
CUST0013312,51,Female,London,Unemployed,Low,Low
CUST0013313,40,Female,London,Employed - Part Time,Low,Low
CUST0013314,38,Female,Sheffield,Unemployed,High,Low
CUST0013315,18,Female,Edinburgh,Employed - Full Time,High,Medium
CUST0013316,35,Female,Birmingham,Employed - Full Time,Medium,Low
CUST0013317,26,Female,Leicester,Employed - Full Time,High,Low
CUST0013318,29,Male,London,Retired,Medium,Medium
CUST0013319,24,Female,Manchester,Self-Employed,High,High
CUST0013320,37,Male,London,Retired,Medium,High
CUST0013321,41,Male,Bristol,Employed - Full Time,Low,Low
CUST0013322,53,Male,Leeds,Employed - Full Time,High,Medium
CUST0013323,40,Female,Liverpool,Student,Medium,High
CUST0013324,63,Male,Manchester,Self-Employed,Medium,Medium
CUST0013325,39,Male,Birmingham,Self-Employed,High,Low
CUST0013326,43,Female,Manchester,Self-Employed,Low,Low
CUST0013327,60,Female,Leeds,Self-Employed,Low,Medium
CUST0013328,35,Male,London,Unemployed,Medium,Medium
CUST0013329,40,Female,Manchester,Unemployed,Low,Low
CUST0013330,72,Female,Manchester,Employed - Full Time,Low,Medium
CUST0013331,61,Female,Edinburgh,Student,Medium,Low
CUST0013332,38,Female,London,Retired,Medium,Low
CUST0013333,72,Male,Belfast,Self-Employed,Low,Low
CUST0013334,41,Female,London,Employed - Full Time,Low,Medium
CUST0013335,25,Female,Liverpool,Retired,Medium,Medium
CUST0013336,37,Female,London,Employed - Full Time,Low,Low
CUST0013337,79,Female,Birmingham,Employed - Full Time,High,Low
CUST0013338,21,Female,London,Employed - Full Time,Low,Low
CUST0013339,26,Male,Glasgow,Employed - Part Time,High,Medium
CUST0013340,52,Other/Prefer not to say,Liverpool,Employed - Full Time,Medium,Low
CUST0013341,67,Female,Manchester,Self-Employed,Medium,Medium
CUST0013342,53,Female,London,Employed - Full Time,Medium,Low
CUST0013343,27,Male,Sheffield,Self-Employed,Medium,Medium
CUST0013344,20,Female,London,Retired,Low,High
CUST0013345,23,Female,Nottingham,Student,Low,Low
CUST0013346,26,Male,London,Employed - Part Time,Medium,Low
CUST0013347,25,Female,Bristol,Employed - Full Time,Medium,Low
CUST0013348,40,Male,Glasgow,Student,Low,High
CUST0013349,33,Male,Birmingham,Employed - Full Time,Medium,Low
CUST0013350,55,Female,London,Employed - Full Time,Medium,Medium
CUST0013351,31,Male,Liverpool,Employed - Full Time,High,Low
CUST0013352,34,Female,Nottingham,Student,High,Medium
CUST0013353,54,Female,Leeds,Employed - Full Time,High,Medium
CUST0013354,24,Female,Leeds,Employed - Full Time,Medium,Medium
CUST0013355,40,Male,London,Retired,Medium,Low
CUST0013356,57,Female,London,Employed - Full Time,Medium,Medium
CUST0013357,33,Male,Leicester,Employed - Full Time,High,Low
CUST0013358,72,Other/Prefer not to say,Coventry,Employed - Full Time,Low,Medium
CUST0013359,43,Male,Edinburgh,Employed - Part Time,Low,Low
CUST0013360,41,Female,Coventry,Employed - Full Time,Low,High
CUST0013361,30,Female,Manchester,Student,Low,Low
CUST0013362,33,Female,Leeds,Employed - Full Time,Low,Low
CUST0013363,20,Male,Coventry,Employed - Full Time,Low,High
CUST0013364,63,Female,Southampton,Unemployed,Medium,Medium
CUST0013365,19,Female,Nottingham,Retired,Medium,Medium
CUST0013366,35,Male,Coventry,Employed - Full Time,High,Low
CUST0013367,21,Male,London,Employed - Full Time,High,High
CUST0013368,64,Male,Nottingham,Retired,High,Low
CUST0013369,30,Female,Coventry,Retired,Low,Medium
CUST0013370,35,Male,London,Employed - Full Time,Medium,High
CUST0013371,30,Female,Manchester,Employed - Part Time,Medium,Medium
CUST0013372,19,Female,Bristol,Self-Employed,Low,Low
CUST0013373,18,Male,Nottingham,Employed - Full Time,High,Medium
CUST0013374,60,Male,Leicester,Employed - Full Time,Low,Low
CUST0013375,24,Female,London,Employed - Full Time,Medium,Medium
CUST0013376,35,Female,London,Employed - Full Time,Medium,Low
CUST0013377,57,Female,Liverpool,Employed - Full Time,Medium,Medium
CUST0013378,26,Male,London,Employed - Full Time,Low,Medium
CUST0013379,50,Male,Belfast,Employed - Full Time,Medium,Low
CUST0013380,25,Female,Leeds,Student,Low,Medium
CUST0013381,20,Other/Prefer not to say,London,Unemployed,Medium,High
CUST0013382,54,Male,Bristol,Employed - Full Time,Low,Low
CUST0013383,41,Male,London,Employed - Part Time,High,Medium
CUST0013384,42,Male,London,Employed - Full Time,Low,Low
CUST0013385,27,Female,London,Employed - Full Time,Low,High
CUST0013386,42,Female,Nottingham,Employed - Part Time,Low,Low
CUST0013387,18,Male,Edinburgh,Retired,Low,Low
CUST0013388,36,Female,Birmingham,Employed - Full Time,Medium,Low
CUST0013389,35,Male,Belfast,Retired,Medium,Medium
CUST0013390,40,Other/Prefer not to say,Liverpool,Employed - Full Time,Medium,Medium
CUST0013391,23,Female,London,Employed - Part Time,Low,High
CUST0013392,19,Female,Glasgow,Retired,Low,Medium
CUST0013393,27,Male,Manchester,Employed - Full Time,Medium,Low
CUST0013394,35,Other/Prefer not to say,Belfast,Retired,Low,Low
CUST0013395,49,Male,Bristol,Unemployed,Low,Medium
CUST0013396,18,Male,Birmingham,Student,Low,Low
CUST0013397,47,Male,Bristol,Self-Employed,Medium,High
CUST0013398,33,Male,Cardiff,Employed - Full Time,Medium,Medium
CUST0013399,25,Male,Manchester,Employed - Full Time,Medium,Medium
CUST0013400,26,Female,London,Employed - Full Time,High,Medium
CUST0013401,40,Female,London,Employed - Full Time,Medium,Medium
CUST0013402,46,Male,London,Employed - Full Time,Low,Medium
CUST0013403,42,Male,Southampton,Employed - Full Time,Medium,Low
CUST0013404,49,Female,Leicester,Employed - Part Time,Medium,Low
CUST0013405,36,Male,London,Unemployed,High,High
CUST0013406,57,Male,Birmingham,Employed - Full Time,High,Medium
CUST0013407,35,Male,Glasgow,Employed - Full Time,Medium,Medium
CUST0013408,39,Male,Manchester,Student,Medium,Medium
CUST0013409,26,Female,Bristol,Employed - Full Time,Low,Medium
CUST0013410,43,Male,London,Employed - Full Time,Medium,Medium
CUST0013411,43,Female,London,Employed - Full Time,Low,Medium
CUST0013412,30,Female,London,Employed - Full Time,Low,Medium
CUST0013413,26,Female,Manchester,Employed - Full Time,High,Low
CUST0013414,61,Male,Cardiff,Retired,Low,Low
CUST0013415,29,Male,Cardiff,Retired,Medium,Low
CUST0013416,39,Female,Bristol,Employed - Full Time,Low,Medium
CUST0013417,35,Female,Cardiff,Student,Medium,Medium
CUST0013418,45,Male,Southampton,Employed - Full Time,Low,Low
CUST0013419,53,Male,Bristol,Unemployed,Low,Medium
CUST0013420,34,Female,Newcastle,Retired,High,Low
CUST0013421,26,Male,Liverpool,Employed - Full Time,Medium,Low
CUST0013422,26,Male,Sheffield,Employed - Full Time,Medium,Low
CUST0013423,36,Female,Liverpool,Employed - Part Time,Medium,High
CUST0013424,43,Female,London,Employed - Full Time,High,Medium
CUST0013425,76,Female,Cardiff,Employed - Full Time,High,Medium
CUST0013426,57,Male,Leicester,Employed - Part Time,Low,Medium
CUST0013427,39,Male,Sheffield,Employed - Full Time,Low,Low
CUST0013428,20,Female,Coventry,Employed - Full Time,Medium,Low
CUST0013429,34,Female,Cardiff,Employed - Full Time,Medium,Medium
CUST0013430,35,Other/Prefer not to say,Liverpool,Employed - Full Time,Low,Low
CUST0013431,38,Male,Glasgow,Employed - Full Time,Medium,Low
CUST0013432,53,Male,London,Retired,Low,Low
CUST0013433,37,Male,London,Student,Medium,Low
CUST0013434,40,Male,Liverpool,Employed - Part Time,High,Medium
CUST0013435,56,Other/Prefer not to say,Cardiff,Employed - Part Time,Medium,Low
CUST0013436,62,Female,Manchester,Unemployed,Low,Medium
CUST0013437,31,Female,Coventry,Self-Employed,Low,Low
CUST0013438,38,Male,Belfast,Employed - Full Time,High,Medium
CUST0013439,46,Female,Southampton,Student,Low,Low
CUST0013440,29,Female,Glasgow,Self-Employed,Low,Medium
CUST0013441,61,Female,Glasgow,Employed - Full Time,Medium,Medium
CUST0013442,26,Female,London,Self-Employed,High,Medium
CUST0013443,43,Male,London,Employed - Full Time,Low,Medium
CUST0013444,23,Female,Bristol,Employed - Full Time,Medium,Medium
CUST0013445,41,Male,Bristol,Unemployed,High,Low
CUST0013446,28,Female,Bristol,Unemployed,Low,Low
CUST0013447,21,Female,Liverpool,Employed - Full Time,High,Low
CUST0013448,29,Female,London,Retired,Medium,Medium
CUST0013449,64,Male,Birmingham,Employed - Full Time,Medium,Low
CUST0013450,42,Female,London,Self-Employed,Low,Low
CUST0013451,39,Male,Bristol,Employed - Full Time,Medium,Medium
CUST0013452,47,Female,London,Retired,Low,Medium
CUST0013453,26,Female,London,Employed - Full Time,Low,Low
CUST0013454,27,Other/Prefer not to say,Birmingham,Employed - Full Time,Medium,Medium
CUST0013455,49,Female,London,Employed - Full Time,Low,Low
CUST0013456,40,Male,London,Employed - Full Time,High,Medium
CUST0013457,33,Male,Southampton,Self-Employed,High,Low
CUST0013458,23,Male,Manchester,Student,Medium,Low
CUST0013459,49,Male,London,Employed - Full Time,Medium,Medium
CUST0013460,35,Male,Edinburgh,Student,Low,Medium
CUST0013461,51,Female,Manchester,Employed - Full Time,Low,Medium
CUST0013462,25,Female,London,Student,Medium,Low
CUST0013463,36,Female,Coventry,Employed - Full Time,Medium,Medium
CUST0013464,21,Female,Newcastle,Employed - Full Time,Low,Low
CUST0013465,46,Female,Manchester,Retired,High,Medium
CUST0013466,38,Male,Nottingham,Employed - Full Time,Low,High
CUST0013467,49,Male,Leeds,Employed - Full Time,Low,Low
CUST0013468,42,Female,Glasgow,Self-Employed,High,Medium
CUST0013469,62,Male,Sheffield,Employed - Full Time,Medium,Low
CUST0013470,19,Male,Newcastle,Employed - Full Time,Medium,Medium
CUST0013471,25,Female,Liverpool,Employed - Full Time,Low,High
CUST0013472,32,Male,Liverpool,Student,Medium,Medium
CUST0013473,39,Female,Glasgow,Employed - Full Time,Medium,Medium
CUST0013474,35,Female,Edinburgh,Employed - Full Time,Medium,Low
CUST0013475,50,Female,Manchester,Retired,Low,Low
CUST0013476,38,Male,Glasgow,Employed - Full Time,Medium,Medium
CUST0013477,29,Male,Newcastle,Student,Medium,Low
CUST0013478,22,Male,Liverpool,Retired,Medium,Low
CUST0013479,39,Female,Newcastle,Self-Employed,Medium,Low
CUST0013480,27,Female,Cardiff,Employed - Full Time,Medium,Low
CUST0013481,30,Male,Bristol,Employed - Full Time,Low,Medium
CUST0013482,77,Female,London,Employed - Full Time,Medium,Medium
CUST0013483,59,Female,Leicester,Employed - Full Time,Low,Low
CUST0013484,18,Female,Leicester,Employed - Full Time,Medium,Low
CUST0013485,45,Female,Leicester,Employed - Full Time,High,Low
CUST0013486,36,Female,London,Student,High,Medium
CUST0013487,31,Male,London,Employed - Full Time,Low,Low
CUST0013488,43,Female,Southampton,Employed - Part Time,High,High
CUST0013489,33,Female,London,Retired,High,Medium
CUST0013490,24,Female,Newcastle,Employed - Part Time,Low,Low
CUST0013491,20,Female,Newcastle,Employed - Part Time,Medium,Low
CUST0013492,33,Female,Belfast,Employed - Full Time,Low,Low
CUST0013493,26,Male,Leicester,Student,Medium,Low
CUST0013494,35,Male,Bristol,Student,High,Medium
CUST0013495,30,Female,Birmingham,Employed - Full Time,High,Medium
CUST0013496,20,Female,London,Employed - Full Time,High,Medium
CUST0013497,67,Female,Southampton,Self-Employed,High,Low
CUST0013498,36,Male,London,Employed - Full Time,Low,Medium
CUST0013499,49,Female,Leeds,Retired,High,Medium
CUST0013500,48,Female,London,Employed - Full Time,High,Low
CUST0013501,49,Male,Belfast,Employed - Full Time,Medium,Low
CUST0013502,41,Female,London,Employed - Full Time,Low,Medium
CUST0013503,37,Female,London,Employed - Full Time,Low,Medium
CUST0013504,51,Female,Southampton,Employed - Full Time,High,Medium
CUST0013505,70,Female,Birmingham,Employed - Full Time,High,Low
CUST0013506,21,Female,Leeds,Self-Employed,Medium,Low
CUST0013507,52,Male,Glasgow,Unemployed,High,Low
CUST0013508,29,Female,Glasgow,Student,Low,Low
CUST0013509,27,Male,Liverpool,Employed - Full Time,Medium,Medium
CUST0013510,24,Female,Southampton,Self-Employed,Low,Medium
CUST0013511,48,Female,London,Employed - Part Time,Medium,Low
CUST0013512,66,Female,London,Retired,High,High
CUST0013513,19,Female,Glasgow,Employed - Full Time,Low,Medium
CUST0013514,35,Female,Newcastle,Employed - Full Time,Low,Low
CUST0013515,36,Male,Birmingham,Employed - Full Time,Low,High
CUST0013516,28,Female,Birmingham,Employed - Full Time,High,Low
CUST0013517,19,Male,Birmingham,Retired,High,Low
CUST0013518,38,Female,Manchester,Employed - Full Time,Medium,Medium
CUST0013519,77,Female,London,Employed - Full Time,Medium,Low
CUST0013520,22,Female,London,Employed - Full Time,Medium,Low
CUST0013521,33,Male,Leicester,Self-Employed,Low,High
CUST0013522,42,Male,Coventry,Employed - Full Time,Medium,Medium
CUST0013523,44,Female,London,Student,Low,Low
CUST0013524,71,Male,Leeds,Employed - Full Time,Medium,Low
CUST0013525,25,Female,Belfast,Employed - Part Time,Low,Medium
CUST0013526,33,Female,Edinburgh,Retired,Low,Low
CUST0013527,28,Female,Birmingham,Employed - Full Time,Low,Low
CUST0013528,31,Male,Edinburgh,Employed - Full Time,Medium,Medium
CUST0013529,27,Male,London,Self-Employed,Low,Low
CUST0013530,25,Male,Manchester,Student,Medium,Low
CUST0013531,45,Male,Birmingham,Employed - Full Time,Low,Medium
CUST0013532,20,Male,London,Unemployed,Low,Medium
CUST0013533,39,Female,Birmingham,Employed - Full Time,Medium,Low
CUST0013534,25,Male,Coventry,Unemployed,Low,Low
CUST0013535,40,Male,London,Employed - Part Time,Medium,Medium
CUST0013536,53,Female,London,Employed - Full Time,Medium,Low
CUST0013537,40,Male,London,Student,Medium,High
CUST0013538,51,Female,Leeds,Employed - Full Time,Medium,Low
CUST0013539,76,Male,London,Self-Employed,High,Low
CUST0013540,45,Female,London,Retired,High,High
CUST0013541,64,Female,London,Employed - Full Time,Medium,Medium
CUST0013542,33,Male,Liverpool,Employed - Part Time,Medium,Medium
CUST0013543,31,Other/Prefer not to say,Southampton,Employed - Full Time,Medium,High
CUST0013544,23,Female,London,Employed - Full Time,High,Low
CUST0013545,29,Male,London,Employed - Full Time,Medium,Low
CUST0013546,30,Female,Cardiff,Self-Employed,Medium,Medium
CUST0013547,20,Female,Edinburgh,Student,Medium,Low
CUST0013548,38,Female,Birmingham,Self-Employed,High,Medium
CUST0013549,30,Female,Liverpool,Employed - Full Time,Low,Low
CUST0013550,31,Male,Edinburgh,Retired,Low,Medium
CUST0013551,28,Male,London,Employed - Full Time,Medium,Low
CUST0013552,49,Male,London,Employed - Full Time,Low,Low
CUST0013553,35,Female,London,Employed - Full Time,High,Low
CUST0013554,42,Male,Leicester,Employed - Full Time,Medium,Medium
CUST0013555,41,Female,London,Retired,Medium,Low
CUST0013556,47,Male,Liverpool,Employed - Full Time,Low,Low
CUST0013557,21,Female,London,Unemployed,Medium,Medium
CUST0013558,41,Female,Coventry,Employed - Full Time,High,Medium
CUST0013559,21,Male,Glasgow,Employed - Full Time,Medium,Medium
CUST0013560,38,Female,London,Self-Employed,Medium,Low
CUST0013561,19,Female,Edinburgh,Student,Medium,Low
CUST0013562,36,Female,London,Employed - Full Time,Low,High
CUST0013563,31,Male,Birmingham,Student,Low,Low
CUST0013564,22,Male,Birmingham,Retired,High,Low
CUST0013565,33,Female,Leeds,Employed - Full Time,Medium,Medium
CUST0013566,35,Male,Manchester,Self-Employed,High,Low
CUST0013567,74,Female,London,Employed - Part Time,Medium,Low
CUST0013568,33,Female,London,Retired,Low,Medium
CUST0013569,65,Female,Liverpool,Employed - Full Time,Medium,Low
CUST0013570,25,Male,London,Employed - Part Time,High,Low
CUST0013571,49,Female,London,Student,Medium,Low
CUST0013572,33,Female,Manchester,Unemployed,Medium,Medium
CUST0013573,26,Other/Prefer not to say,Edinburgh,Employed - Full Time,Medium,Medium
CUST0013574,45,Male,Sheffield,Unemployed,Medium,Low
CUST0013575,42,Male,London,Employed - Full Time,Low,Medium
CUST0013576,57,Female,Leeds,Employed - Part Time,Medium,Low
CUST0013577,25,Female,Nottingham,Employed - Full Time,Medium,Medium
CUST0013578,34,Male,Cardiff,Employed - Full Time,Medium,Medium
CUST0013579,30,Male,Cardiff,Employed - Full Time,Low,Medium
CUST0013580,29,Male,Edinburgh,Employed - Part Time,Low,Medium
CUST0013581,50,Female,London,Retired,High,Low
CUST0013582,50,Male,London,Employed - Full Time,Medium,Medium
CUST0013583,41,Female,Birmingham,Employed - Full Time,Low,Medium
CUST0013584,18,Female,Liverpool,Retired,High,Low
CUST0013585,26,Male,Coventry,Employed - Full Time,Low,Medium
CUST0013586,32,Male,Manchester,Employed - Full Time,High,Medium
CUST0013587,44,Female,Bristol,Employed - Full Time,Medium,Medium
CUST0013588,47,Male,London,Unemployed,Low,Medium
CUST0013589,47,Female,Manchester,Unemployed,Medium,Medium
CUST0013590,40,Male,Bristol,Employed - Full Time,Medium,Low
CUST0013591,35,Male,Leeds,Employed - Part Time,Medium,Medium
CUST0013592,46,Male,Southampton,Unemployed,High,Low
CUST0013593,28,Male,Manchester,Employed - Full Time,Medium,Low
CUST0013594,40,Female,London,Student,Medium,Medium
CUST0013595,75,Male,Southampton,Employed - Full Time,Low,Medium
CUST0013596,32,Female,Cardiff,Student,Low,Medium
CUST0013597,40,Male,Liverpool,Student,Medium,Low
CUST0013598,26,Male,London,Employed - Full Time,High,Low
CUST0013599,21,Female,Southampton,Employed - Full Time,High,Medium
CUST0013600,45,Male,Leicester,Unemployed,Low,High
CUST0013601,19,Female,Glasgow,Employed - Full Time,High,Low
CUST0013602,31,Female,London,Employed - Full Time,High,Low
CUST0013603,42,Male,Birmingham,Employed - Full Time,Low,High
CUST0013604,53,Male,Manchester,Employed - Full Time,Medium,Medium
CUST0013605,62,Male,London,Employed - Full Time,High,Low
CUST0013606,29,Male,Manchester,Retired,Low,Low
CUST0013607,58,Male,Bristol,Employed - Full Time,Medium,Medium
CUST0013608,44,Male,Liverpool,Employed - Full Time,High,Low
CUST0013609,32,Female,London,Self-Employed,Medium,Low
CUST0013610,22,Male,Birmingham,Employed - Full Time,Low,Low
CUST0013611,33,Male,London,Retired,Medium,Low
CUST0013612,35,Female,London,Student,Medium,Medium
CUST0013613,58,Female,London,Employed - Part Time,Medium,Medium
CUST0013614,43,Male,London,Self-Employed,Medium,Medium
CUST0013615,53,Female,Newcastle,Retired,Medium,Low
CUST0013616,25,Female,Sheffield,Employed - Full Time,Medium,Low
CUST0013617,49,Female,Manchester,Employed - Full Time,Low,Low
CUST0013618,51,Female,London,Employed - Full Time,Medium,Low
CUST0013619,30,Male,London,Unemployed,Medium,High
CUST0013620,30,Female,Edinburgh,Employed - Full Time,Medium,Medium
